time,BTC,ETH,LTC,XMR
2010-07-17,0.04951,0.0,0.0,0.0
2010-07-18,0.08584,0.0,0.0,0.0
2010-07-19,0.0808,0.0,0.0,0.0
2010-07-20,0.07474,0.0,0.0,0.0
2010-07-21,0.07921,0.0,0.0,0.0
2010-07-22,0.0505,0.0,0.0,0.0
2010-07-23,0.06262,0.0,0.0,0.0
2010-07-24,0.05454,0.0,0.0,0.0
2010-07-25,0.0505,0.0,0.0,0.0
2010-07-26,0.056,0.0,0.0,0.0
2010-07-27,0.06,0.0,0.0,0.0
2010-07-28,0.0589,0.0,0.0,0.0
2010-07-29,0.0699,0.0,0.0,0.0
2010-07-30,0.0627,0.0,0.0,0.0
2010-07-31,0.06785,0.0,0.0,0.0
2010-08-01,0.0611,0.0,0.0,0.0
2010-08-02,0.06,0.0,0.0,0.0
2010-08-03,0.06,0.0,0.0,0.0
2010-08-04,0.057,0.0,0.0,0.0
2010-08-05,0.061,0.0,0.0,0.0
2010-08-06,0.0623,0.0,0.0,0.0
2010-08-07,0.059,0.0,0.0,0.0
2010-08-08,0.0609,0.0,0.0,0.0
2010-08-09,0.071,0.0,0.0,0.0
2010-08-10,0.07,0.0,0.0,0.0
2010-08-11,0.067,0.0,0.0,0.0
2010-08-12,0.07,0.0,0.0,0.0
2010-08-13,0.0645,0.0,0.0,0.0
2010-08-14,0.067,0.0,0.0,0.0
2010-08-15,0.06529,0.0,0.0,0.0
2010-08-16,0.0655,0.0,0.0,0.0
2010-08-17,0.07,0.0,0.0,0.0
2010-08-18,0.068,0.0,0.0,0.0
2010-08-19,0.0667,0.0,0.0,0.0
2010-08-20,0.0655,0.0,0.0,0.0
2010-08-21,0.0664,0.0,0.0,0.0
2010-08-22,0.066,0.0,0.0,0.0
2010-08-23,0.06491,0.0,0.0,0.0
2010-08-24,0.065,0.0,0.0,0.0
2010-08-25,0.0648,0.0,0.0,0.0
2010-08-26,0.064,0.0,0.0,0.0
2010-08-27,0.065,0.0,0.0,0.0
2010-08-28,0.0641,0.0,0.0,0.0
2010-08-29,0.064,0.0,0.0,0.0
2010-08-30,0.06497,0.0,0.0,0.0
2010-08-31,0.06,0.0,0.0,0.0
2010-09-01,0.0629,0.0,0.0,0.0
2010-09-02,0.0634,0.0,0.0,0.0
2010-09-03,0.06085,0.0,0.0,0.0
2010-09-04,0.06238,0.0,0.0,0.0
2010-09-05,0.0616,0.0,0.0,0.0
2010-09-06,0.0616,0.0,0.0,0.0
2010-09-07,0.061,0.0,0.0,0.0
2010-09-08,0.062,0.0,0.0,0.0
2010-09-09,0.06111,0.0,0.0,0.0
2010-09-10,0.0618,0.0,0.0,0.0
2010-09-11,0.06366,0.0,0.0,0.0
2010-09-12,0.0615,0.0,0.0,0.0
2010-09-13,0.06219,0.0,0.0,0.0
2010-09-14,0.06199,0.0,0.0,0.0
2010-09-15,0.0604,0.0,0.0,0.0
2010-09-16,0.0619,0.0,0.0,0.0
2010-09-17,0.059,0.0,0.0,0.0
2010-09-18,0.061,0.0,0.0,0.0
2010-09-19,0.0627,0.0,0.0,0.0
2010-09-20,0.0621,0.0,0.0,0.0
2010-09-21,0.06265,0.0,0.0,0.0
2010-09-22,0.0622,0.0,0.0,0.0
2010-09-23,0.06231,0.0,0.0,0.0
2010-09-24,0.0622,0.0,0.0,0.0
2010-09-25,0.06202,0.0,0.0,0.0
2010-09-26,0.062,0.0,0.0,0.0
2010-09-27,0.0622,0.0,0.0,0.0
2010-09-28,0.0619,0.0,0.0,0.0
2010-09-29,0.06191,0.0,0.0,0.0
2010-09-30,0.0619,0.0,0.0,0.0
2010-10-01,0.06197,0.0,0.0,0.0
2010-10-02,0.0614,0.0,0.0,0.0
2010-10-03,0.06111,0.0,0.0,0.0
2010-10-04,0.0613,0.0,0.0,0.0
2010-10-05,0.0614,0.0,0.0,0.0
2010-10-06,0.06281,0.0,0.0,0.0
2010-10-07,0.067,0.0,0.0,0.0
2010-10-08,0.08685,0.0,0.0,0.0
2010-10-09,0.0938,0.0,0.0,0.0
2010-10-10,0.0965,0.0,0.0,0.0
2010-10-11,0.095,0.0,0.0,0.0
2010-10-12,0.0949,0.0,0.0,0.0
2010-10-13,0.105,0.0,0.0,0.0
2010-10-14,0.102,0.0,0.0,0.0
2010-10-15,0.105,0.0,0.0,0.0
2010-10-16,0.101,0.0,0.0,0.0
2010-10-17,0.102,0.0,0.0,0.0
2010-10-18,0.1024,0.0,0.0,0.0
2010-10-19,0.097,0.0,0.0,0.0
2010-10-20,0.099,0.0,0.0,0.0
2010-10-21,0.107,0.0,0.0,0.0
2010-10-22,0.1025,0.0,0.0,0.0
2010-10-23,0.1055,0.0,0.0,0.0
2010-10-24,0.115,0.0,0.0,0.0
2010-10-25,0.132,0.0,0.0,0.0
2010-10-26,0.1503,0.0,0.0,0.0
2010-10-27,0.1877,0.0,0.0,0.0
2010-10-28,0.1731,0.0,0.0,0.0
2010-10-29,0.19,0.0,0.0,0.0
2010-10-30,0.1989,0.0,0.0,0.0
2010-10-31,0.1925,0.0,0.0,0.0
2010-11-01,0.1955,0.0,0.0,0.0
2010-11-02,0.1938,0.0,0.0,0.0
2010-11-03,0.1931,0.0,0.0,0.0
2010-11-04,0.23,0.0,0.0,0.0
2010-11-05,0.26,0.0,0.0,0.0
2010-11-06,0.39,0.0,0.0,0.0
2010-11-07,0.34,0.0,0.0,0.0
2010-11-08,0.243,0.0,0.0,0.0
2010-11-09,0.21,0.0,0.0,0.0
2010-11-10,0.24,0.0,0.0,0.0
2010-11-11,0.2231,0.0,0.0,0.0
2010-11-12,0.2682,0.0,0.0,0.0
2010-11-13,0.276,0.0,0.0,0.0
2010-11-14,0.279,0.0,0.0,0.0
2010-11-15,0.2682,0.0,0.0,0.0
2010-11-16,0.223,0.0,0.0,0.0
2010-11-17,0.2299,0.0,0.0,0.0
2010-11-18,0.2678,0.0,0.0,0.0
2010-11-19,0.28,0.0,0.0,0.0
2010-11-20,0.283,0.0,0.0,0.0
2010-11-21,0.2767,0.0,0.0,0.0
2010-11-22,0.2879,0.0,0.0,0.0
2010-11-23,0.2829,0.0,0.0,0.0
2010-11-24,0.283,0.0,0.0,0.0
2010-11-25,0.28,0.0,0.0,0.0
2010-11-26,0.2844,0.0,0.0,0.0
2010-11-27,0.283,0.0,0.0,0.0
2010-11-28,0.27,0.0,0.0,0.0
2010-11-29,0.2299,0.0,0.0,0.0
2010-11-30,0.2082,0.0,0.0,0.0
2010-12-01,0.2275,0.0,0.0,0.0
2010-12-02,0.255,0.0,0.0,0.0
2010-12-03,0.251,0.0,0.0,0.0
2010-12-04,0.205,0.0,0.0,0.0
2010-12-05,0.19,0.0,0.0,0.0
2010-12-06,0.204,0.0,0.0,0.0
2010-12-07,0.233,0.0,0.0,0.0
2010-12-08,0.2388,0.0,0.0,0.0
2010-12-09,0.2,0.0,0.0,0.0
2010-12-10,0.204,0.0,0.0,0.0
2010-12-11,0.228,0.0,0.0,0.0
2010-12-12,0.22,0.0,0.0,0.0
2010-12-13,0.2299,0.0,0.0,0.0
2010-12-14,0.2467,0.0,0.0,0.0
2010-12-15,0.238,0.0,0.0,0.0
2010-12-16,0.25,0.0,0.0,0.0
2010-12-17,0.24,0.0,0.0,0.0
2010-12-18,0.241,0.0,0.0,0.0
2010-12-19,0.2401,0.0,0.0,0.0
2010-12-20,0.267,0.0,0.0,0.0
2010-12-21,0.24,0.0,0.0,0.0
2010-12-22,0.25,0.0,0.0,0.0
2010-12-23,0.25,0.0,0.0,0.0
2010-12-24,0.248,0.0,0.0,0.0
2010-12-25,0.2499,0.0,0.0,0.0
2010-12-26,0.265,0.0,0.0,0.0
2010-12-27,0.265,0.0,0.0,0.0
2010-12-28,0.281,0.0,0.0,0.0
2010-12-29,0.3,0.0,0.0,0.0
2010-12-30,0.3,0.0,0.0,0.0
2010-12-31,0.3,0.0,0.0,0.0
2011-01-01,0.3,0.0,0.0,0.0
2011-01-02,0.3,0.0,0.0,0.0
2011-01-03,0.295,0.0,0.0,0.0
2011-01-04,0.2989,0.0,0.0,0.0
2011-01-05,0.299,0.0,0.0,0.0
2011-01-06,0.298,0.0,0.0,0.0
2011-01-07,0.32,0.0,0.0,0.0
2011-01-08,0.3229,0.0,0.0,0.0
2011-01-09,0.323,0.0,0.0,0.0
2011-01-10,0.3266,0.0,0.0,0.0
2011-01-11,0.3266,0.0,0.0,0.0
2011-01-12,0.3188,0.0,0.0,0.0
2011-01-13,0.3176,0.0,0.0,0.0
2011-01-14,0.4,0.0,0.0,0.0
2011-01-15,0.386,0.0,0.0,0.0
